BoatType,Ladies,Year,Military,Veteran,Position,NameUnsorted,Name,Club,Club1,C1,Class,SubClass,Time,Trophies,Record,Notes,Flow,Country,BoatDesign,Finish
Canadian,Male,2009,Civilian,Senior,23,Preston Chris & Fryer Tom,Fryer Tom & Preston Chris,Elmbridge & Hemel Hempstead,Elmbridge,27,Senior,,21:05:30,Canadian,,,51,,Wenonah ICF,
Kayak,Male,2009,Civilian,Junior,29,Phillips Sam & Yardley Christopher,Phillips Sam & Yardley Christopher,Churcher's College,Churcher's College,72,Junior,,21:10:35,,,,51,,,
Kayak,Male,2009,Civilian,Junior,30,Fitzalan Howard George & Scarrott Richard,Fitzalan Howard George & Scarrott Richard,Cranleigh School,Cranleigh School,88,Junior,,21:17:40,,,,51,,,
Kayak,Male,2009,Army,Senior,24,Morris Sean & Livermore Luke,Livermore Luke & Morris Sean,Royal Engineers,Royal Engineers,224,Senior,,21:24:15,,,,51,,,
Kayak,Male,2009,Civilian,Senior,25,Brannan Michael & Wright Felix,Brannan Michael & Wright Felix,Richmond,Richmond,265,Senior,,21:25:20,,,,51,,,
Kayak,Male,2009,Army,Senior,26,Johns Robert & Stonestreet Andrew,Johns Robert & Stonestreet Andrew,Royal Engineers,Royal Engineers,224,Senior,,21:27:02,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,27,Kristensen Martin & Svane Pernille,Kristensen Martin & Svane Pernille,Strommen Denmark,Strommen Denmark,2,Senior,Overseas,21:27:53,,,,51,Denmark,,
Kayak,Male,2009,Civilian,Century,28,Dore Graham & Jaggs W J (Bill),Dore Graham & Jaggs W J (Bill),Poole Harbour,Poole Harbour,99,Senior,,21:30:12,Century,,,51,,,
Kayak,Male,2009,Civilian,Vet/Junior,5,Watt Steve & Watt Nick,Watt Nick & Watt Steve,Manx Paddlesport,Manx Paddlesport,6,Vet/Junior,,21:30:34,,,,51,,,
Kayak,Mixed,2009,Civilian,Vet/Junior,6,Collcott Richard & Grugeon Ellie,Collcott Richard & Grugeon Ellie,Bryanston School,Bryanston School,114,Vet/Junior,,21:30:53,,,,51,,,
Kayak,Male,2009,Civilian,Senior,4,Gilmour Fergus & Makin Ed,Gilmour Fergus & Makin Ed,Independent & Reading,Independent,1146,Endeavour,,21:31:29,,,,51,,,
Canadian,Male,2009,Civilian,Veteran,29,Underhill-Rose Michael & Lovell Stuart,Lovell Stuart & Underhill-Rose Michael,Whitstable,Whitstable,8,Senior,,21:35:19,,,,51,,Wenonah ICF,
Kayak,Male,2009,Civilian,Senior,30,Prinsloo Lawrence & Lamble Trenton,Lamble Trenton & Prinsloo Lawrence,Richmond,Richmond,265,Senior,,21:36:07,,,,51,,,
Kayak,Male,2009,Civilian,Senior,22,Flannery Paul,Flannery Paul,Independent,Independent,1146,Singles,,21:36:41,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,31,Missen Hannah & Meredith Rachel,Meredith Rachel & Missen Hannah,Bradford On Avon,Bradford On Avon,57,Junior,,21:37:03,,,,51,,,
Kayak,Male,2009,Civilian,Senior,23,Wells Thomas,Wells Thomas,University Of Surrey,University Of Surrey,2,Singles,University,21:38:10,,,,51,,,
Kayak,Male,2009,Civilian,Senior,31,Hemming James & Howson Lee,Hemming James & Howson Lee,Pwrr & Bradford On Avon,PWRR,2,Senior,,21:38:34,,,,51,,,
Kayak,Male,2009,Army,Veteran,32,Gargan Frank & Tinniswood Alex,Gargan Frank & Tinniswood Alex,Parachute Regiment,Parachute Regiment,8,Senior,,21:44:51,,,,51,,,
Kayak,Male,2009,Civilian,Senior,24,Berchtold Oliver,Berchtold Oliver,Richmond,Richmond,265,Singles,,21:45:15,,,,51,,,
Kayak,Male,2009,Civilian,Senior,33,Brooker David & Pullan Richard,Brooker David & Pullan Richard,Richmond,Richmond,265,Senior,,21:48:23,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,32,Simmons Anastasia & Adie Fiona,Adie Fiona & Simmons Anastasia,Royal Hospital School,Royal Hospital School,128,Junior,,21:51:03,,,,51,,,
Kayak,Male,2009,Civilian,Junior,33,Rich William & Kelly Fergus,Kelly Fergus & Rich William,Royal Hospital School,Royal Hospital School,128,Junior,U17 School,21:53:37,,,,51,,,
Kayak,Male,2009,Civilian,Junior,34,Middleton David & Brown Edward,Brown Edward & Middleton David,Kimbolton School,Kimbolton School,95,Junior,U17 School,21:56:40,,,,51,,,
Kayak,Male,2009,Army,Senior,34,Cansdale Matthew & Roux Christiaan.Le,Cansdale Matthew & Roux Christiaan.Le,The Parachute Regiment,The Parachute Regiment,1,Senior,,21:58:50,,,,51,,,
Canadian,Male,2009,Civilian,Senior,5,Oliver Geoff & Petts Athol,Oliver Geoff & Petts Athol,Sutton Bingham And District,Sutton Bingham And District,5,Endeavour,,22:00:44,,,,51,,Jenson 18,
Kayak,Mixed,2009,Civilian,Junior,35,Hockley James & Williams Emily,Hockley James & Williams Emily,Churcher's College,Churcher's College,72,Junior,,22:01:38,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,36,Lawther Ellie & Withrington Spencer,Lawther Ellie & Withrington Spencer,Churcher's College,Churcher's College,72,Junior,,22:02:42,,,,51,,,
Kayak,Ladies,2009,Civilian,Senior,25,Cockman Leonie,Cockman Leonie,Ascot,Ascot,2,Singles,Vet Ladies,22:02:54,,,,51,,,
Kayak,Mixed,2009,Civilian,Veteran,35,Collyer Brandon & Eardley Sandra,Collyer Brandon & Eardley Sandra,Victoria Lake,Victoria Lake,2,Senior,Overseas,22:03:34,,,,51,South Africa,,
Kayak,Male,2009,Civilian,Senior,6,Hallam Jonathan & Stevens Paul,Hallam Jonathan & Stevens Paul,Independent,Independent,1146,Endeavour,,22:04:21,,,,51,,,
Kayak,Male,2009,Civilian,Junior,37,Brough Edward & Davidson-Smith Edward,Brough Edward & Davidson-Smith Edward,Kimbolton School,Kimbolton School,95,Junior,U17 School,22:05:29,,,,51,,,
Kayak,Male,2009,Civilian,Junior,38,Clarke Sam & Hoad Anthony,Clarke Sam & Hoad Anthony,Bedford School,Bedford School,49,Junior,,22:07:04,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,39,Cardale Tamsin & Prior Elliot,Cardale Tamsin & Prior Elliot,Blundell's School,Blundell's School,57,Junior,,22:07:46,,,,51,,,
Kayak,Male,2009,Civilian,Junior,40,Macey Harry & Ryan Jake,Macey Harry & Ryan Jake,Cranleigh School,Cranleigh School,88,Junior,,22:08:36,,,,51,,,
Kayak,Male,2009,Civilian,Junior,41,Henderson Robert & Warner Christopher,Henderson Robert & Warner Christopher,Royal Hospital School,Royal Hospital School,128,Junior,U17 School,22:11:18,,,,51,,,
Kayak,Male,2009,Civilian,Senior,36,Ayliffe Alastair & Page Tim,Ayliffe Alastair & Page Tim,Richmond,Richmond,265,Senior,,22:12:31,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,7,Henley Rachel & Tredget Steven,Henley Rachel & Tredget Steven,Putney Bridge,Putney Bridge,5,Endeavour,,22:15:43,,,,51,,,
Kayak,Male,2009,Army Reserve,Senior,37,Blackburn Kieron & Riddell Rory,Blackburn Kieron & Riddell Rory,Bristol UOTC,Bristol UOTC,6,Senior,,22:17:08,Reserve,,,51,,,
Canadian,Mixed,2009,Civilian,Senior,38,Farrance Alan & Voller Shirine,Farrance Alan & Voller Shirine,Hemel Hempstead,Hemel Hempstead,39,Senior,,22:19:03,,,,51,,Wenonah VI Pro,
Kayak,Male,2009,Civilian,Senior,26,Reeves Patrick,Reeves Patrick,Independent,Independent,1146,Singles,,22:19:24,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,8,Brown Daniel & Jacklin Ruth,Brown Daniel & Jacklin Ruth,Sutton Bingham And District,Sutton Bingham And District,5,Endeavour,,22:19:46,,,,51,,,
Kayak,Ladies,2009,Civilian,Veteran,39,Blakeborough Adele & Ashley Jean,Ashley Jean & Blakeborough Adele,Chester,Chester,7,Senior,Vet Ladies,22:21:52,"Ladies,Vet Ladies",,,51,,,
Kayak,Male,2009,Civilian,Senior,27,Simonds Scott,Simonds Scott,Independent,Independent,1146,Singles,,22:25:59,,,,51,,,
Canadian,Male,2009,Civilian,Veteran,40,Oakley Robin & Collison Chris,Collison Chris & Oakley Robin,Hemel Hempstead,Hemel Hempstead,39,Senior,,22:26:27,,,,51,,Wenonah VI Pro,
Kayak,Male,2009,Civilian,Vet/Junior,7,Gray Alistair & Haslett Oliver,Gray Alistair & Haslett Oliver,Kimbolton School,Kimbolton School,95,Vet/Junior,,22:27:45,,,,51,,,
Kayak,Male,2009,Civilian,Senior,28,De raeymaeker Hans,De raeymaeker Hans,Wild Water,Wild Water,4,Singles,,22:28:53,,,,51,,,
Kayak,Male,2009,Civilian,Junior,42,Johnson William & Wood Toby,Johnson William & Wood Toby,Canford School,Canford School,16,Junior,U17 School,22:31:51,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,41,Sleney Paul & Tolhurst Ben,Sleney Paul & Tolhurst Ben,Pennine,Pennine,11,Senior,,22:32:49,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,42,Hurry Peter & Foster Steve,Foster Steve & Hurry Peter,SUFFOLK CONSTABULARY & CIVIL NUCLEAR CONSTABULARY,SUFFOLK CONSTABULARY,1,Senior,Police,22:33:34,Police,,,51,,,
Canadian,Male,2009,Civilian,Junior,43,Ledward George & Wood James,Ledward George & Wood James,Bedford School,Bedford School,49,Junior,U17 School,22:33:36,,,,51,,,
Kayak,Male,2009,Civilian,Senior,43,Dunnill Charlie & Colman Ross,Colman Ross & Dunnill Charlie,Independent,Independent,1146,Senior,,22:36:27,,,,51,,,
Kayak,Male,2009,Army,Senior,44,Evans Ian & Williams Toby,Evans Ian & Williams Toby,Royal Army Medical Corps,Royal Army Medical Corps,5,Senior,,22:39:19,,,,51,,,
Canadian,Male,2009,Civilian,Junior,44,Turner-Bridger Christian & Flay Piers,Flay Piers & Turner-Bridger Christian,Royal Hospital School,Royal Hospital School,128,Junior,,22:41:17,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,45,Syms Georgina & Williams Sara,Syms Georgina & Williams Sara,Cranleigh School,Cranleigh School,88,Junior,,22:44:36,,,,51,,,
Kayak,Male,2009,Civilian,Senior,29,Peters Mark,Peters Mark,Fowey River,Fowey River,59,Singles,,22:45:51,,,,51,,,
Kayak,Male,2009,Civilian,Senior,30,Quigley Eamon,Quigley Eamon,Salmon Leap,Salmon Leap,10,Singles,,22:48:27,,,,51,,,
Kayak,Mixed,2009,Civilian,Veteran,45,Lo Joseph & Lo Helen,Lo Helen & Lo Joseph,Southampton,Southampton,52,Senior,,22:48:37,,,,51,,,
Kayak,Male,2009,Civilian,Junior,46,Kisby Giles & Ashley Michael,Ashley Michael & Kisby Giles,Kelly College,Kelly College,132,Junior,U17 School,22:50:06,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,47,Kenna Sinead & Citara Carlos,Citara Carlos & Kenna Sinead,Kelly College,Kelly College,132,Junior,,22:51:05,,,,51,,,
Kayak,Ladies,2009,Civilian,Senior,31,Rees-Clark Tracy,Rees-Clark Tracy,Basingstoke Canal,Basingstoke Canal,57,Singles,Vet Ladies,22:54:10,,,,51,,,
Kayak,Mixed,2009,Civilian,Vet/Junior,8,Menheneott Bess & Yates Graham,Menheneott Bess & Yates Graham,Blundell's School,Blundell's School,57,Vet/Junior,,22:55:00,,,,51,,,
Kayak,Male,2009,Civilian,Junior,48,Body Simon & Sales Adam,Body Simon & Sales Adam,Churcher's College,Churcher's College,72,Junior,U17 School,22:55:12,,,,51,,,
Kayak,Male,2009,Civilian,Junior,49,Evans James & Bruce Harry,Bruce Harry & Evans James,Blundell's School,Blundell's School,57,Junior,U17 School,22:55:24,,,,51,,,
Kayak,Male,2009,Civilian,Junior,50,Dziwisch Alexander & Macfarlane Callum,Dziwisch Alexander & Macfarlane Callum,Bedford School,Bedford School,49,Junior,,22:55:45,,,,51,,,
Kayak,Male,2009,Civilian,Senior,46,Ledlie Nick & Grainger Jeff,Grainger Jeff & Ledlie Nick,Nottingham,Nottingham,67,Senior,,22:56:36,,,,51,,,
Kayak,Male,2009,Army,Senior,47,Edwards Chris & Fisher-Campbell George,Edwards Chris & Fisher-Campbell George,Royal Engineers,Royal Engineers,224,Senior,,23:01:02,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,51,Day Samuel & Allon-Smith Lucy,Allon-Smith Lucy & Day Samuel,Cranleigh School,Cranleigh School,88,Junior,,23:03:25,,,,51,,,
Canadian,Male,2009,Civilian,Senior,9,Bradford Daniel & Steven Mark,Bradford Daniel & Steven Mark,Independent,Independent,1146,Endeavour,,23:03:50,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,48,Mckenna Barry & Wakley Gary,Mckenna Barry & Wakley Gary,Exeter,Exeter,74,Senior,,23:06:12,,,,51,,,
Kayak,Male,2009,Civilian,Junior,52,Furse James & Bromovsky Joseph,Bromovsky Joseph & Furse James,Marlborough College,Marlborough College,115,Junior,,23:11:16,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,49,Tilbury Robin & Walker Peter,Tilbury Robin & Walker Peter,Pangbourne,Pangbourne,71,Senior,,23:12:51,,,,51,,,
Kayak,Male,2009,Civilian,Senior,50,Brangwin Stuart & Walker Anthony,Brangwin Stuart & Walker Anthony,Windsor,Windsor,30,Senior,,23:19:48,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,53,Perry Roseanna & Steed Anastasia,Perry Roseanna & Steed Anastasia,Kelly College,Kelly College,132,Junior,U17 School,23:20:07,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,54,Russ Catherine & Cox Alana,Cox Alana & Russ Catherine,Independent,Independent,1146,Junior,U17 School,23:25:05,,,,51,,,
Kayak,Male,2009,Civilian,Senior,51,Hammersley Richard & Frost Peter,Frost Peter & Hammersley Richard,Marlow,Marlow,33,Senior,,23:25:23,,,,51,,,
Kayak,Male,2009,Army Reserve,Century,52,Manning Greg & Mutton Chris,Manning Greg & Mutton Chris,Army Air Corps,Army Air Corps,6,Senior,,23:31:15,Veteran,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,55,Collins Sophie & Bodman Thomas,Bodman Thomas & Collins Sophie,Dauntsey's School,Dauntsey's School,214,Junior,,23:33:13,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,56,Coates Katie & Taylor Max,Coates Katie & Taylor Max,Kimbolton School,Kimbolton School,95,Junior,U17 School,23:35:02,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,57,Adams Josephine & Engels Harry,Adams Josephine & Engels Harry,Marlborough College,Marlborough College,115,Junior,,23:35:04,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,53,Adams Peter & Llewellyn Gareth,Adams Peter & Llewellyn Gareth,Macclesfield & District,Macclesfield & District,10,Senior,,23:40:27,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,10,Puydebois Sabastien & Wyatt Josephine,Puydebois Sabastien & Wyatt Josephine,RICHMOND,RICHMOND,265,Endeavour,,23:42:26,,,,51,,,
Kayak,Male,2009,Army Reserve,Senior,54,Bracey Dan & Harris John,Bracey Dan & Harris John,Bristol UOTC,Bristol UOTC,6,Senior,University,23:42:39,University,,,51,,,
Kayak,Male,2009,Army,Senior,55,McGrory Colin & Butcher Thomas,Butcher Thomas & McGrory Colin,Royal Engineers,Royal Engineers,224,Senior,,23:45:09,,,,51,,,
Kayak,Male,2009,Civilian,Senior,32,Betts Steven,Betts Steven,BRITISH TRANSPORT POLICE,BRITISH TRANSPORT POLICE,1,Singles,,23:46:07,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,58,Corlet Christine & Wilson Robert,Corlet Christine & Wilson Robert,Kelly College,Kelly College,132,Junior,,23:47:14,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,11,Cambray James & Jones Hannah,Cambray James & Jones Hannah,Independent,Independent,1146,Endeavour,,23:47:36,,,,51,,,
Kayak,Male,2009,Army,Senior,56,Barton Nick & Gray Simon,Barton Nick & Gray Simon,RMA Sandhurst,RMA Sandhurst,97,Senior,,23:48:31,,,,51,,,
Kayak,Mixed,2009,Army,Veteran,57,Peyto Evelyn & Scott Johnathan,Peyto Evelyn & Scott Johnathan,Defence College Of Aeronautical Engineering,Defence College Of Aeronautical Engineering,1,Senior,,23:48:56,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,59,Coleridge Hannah & Solomon Eliza,Coleridge Hannah & Solomon Eliza,Cranleigh School,Cranleigh School,88,Junior,,23:52:47,,,,51,,,
Kayak,Male,2009,Civilian,Junior,60,Williams Sam & Hitchcock Jim,Hitchcock Jim & Williams Sam,Independent,Independent,1146,Junior,,23:53:45,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,58,Barber Geoff & Elmhirst Orlando,Barber Geoff & Elmhirst Orlando,Solihull,Solihull,19,Senior,,23:55:18,,,,51,,,
Kayak,Male,2009,Army,Senior,59,Fisher Chris & Lyttelton Tom,Fisher Chris & Lyttelton Tom,RMA Sandhurst,RMA Sandhurst,97,Senior,,23:56:13,,,,51,,,
Kayak,Male,2009,Civilian,Senior,60,Lewis Piers & Fowler Thomas,Fowler Thomas & Lewis Piers,Army Air Corps & Southampton,Army Air Corps,6,Senior,,23:58:36,,,,51,,,
Kayak,Male,2009,Civilian,Senior,12,Davison Charles & Milligan Nick,Davison Charles & Milligan Nick,Poole Harbour,Poole Harbour,99,Endeavour,,23:59:37,,,,51,,,
Kayak,Male,2009,Civilian,Senior,61,Dennison Nick & Reid Hamish,Dennison Nick & Reid Hamish,Richmond,Richmond,265,Senior,,24:01:57,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,61,Bird Lucy & Griffiths Kimberley,Bird Lucy & Griffiths Kimberley,Royal Hospital School,Royal Hospital School,128,Junior,U17 School,24:03:52,,,,51,,,
Kayak,Male,2009,Civilian,Junior,62,Wilson-Croome Robert & Downey Jack,Downey Jack & Wilson-Croome Robert,Canford School,Canford School,16,Junior,,24:04:52,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,63,Barber Sarah & Ferguson Natasha,Barber Sarah & Ferguson Natasha,Cranleigh School,Cranleigh School,88,Junior,,24:07:37,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,62,Wills Karl & Scutcher Stephen,Scutcher Stephen & Wills Karl,Independent,Independent,1146,Senior,,24:10:21,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,63,Tyers Ian & Nye James,Nye James & Tyers Ian,DEVON AND CORNWALL,DEVON AND CORNWALL,1,Senior,Police,24:17:24,,,,51,,,
Kayak,Male,2009,Civilian,Senior,33,Callaghan Shaun,Callaghan Shaun,Steepholme Pirates,Steepholme Pirates,1,Singles,,24:18:30,,,,51,,,
Kayak,Male,2009,Civilian,Vet/Junior,9,Stanisauskas Justas & Tracey Ross,Stanisauskas Justas & Tracey Ross,Richmond,Richmond,265,Vet/Junior,,24:18:55,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,64,Murphy Gabriella & Newton Beth,Murphy Gabriella & Newton Beth,Kelly College,Kelly College,132,Junior,,24:20:16,,,,51,,,
Canadian,Male,2009,Civilian,Senior,13,Pollard Oliver & Booth Thomas,Booth Thomas & Pollard Oliver,Putney Bridge & Independent,Putney Bridge,5,Endeavour,,24:21:27,,,,51,,,
Kayak,Male,2009,Civilian,Senior,14,Tulloch Scott & Leak Alistair,Leak Alistair & Tulloch Scott,Kingston University,Kingston University,4,Endeavour,,24:26:46,,,,51,,,
Canadian,Male,2009,Civilian,Veteran,64,Smith Tony & Woolacott Adrian,Smith Tony & Woolacott Adrian,Independent,Independent,1146,Senior,,24:32:58,,,,51,,,
Kayak,Mixed,2009,Civilian,Junior,65,Campbell Archie & Kenneth Jessie,Campbell Archie & Kenneth Jessie,Dauntsey's School,Dauntsey's School,214,Junior,,24:33:12,,,,51,,,
Kayak,Male,2009,Civilian,Senior,65,Ferris David & Selwood Peter,Ferris David & Selwood Peter,Bourne End Jun Sports Club,Bourne End Jun Sports Club,1,Senior,,24:36:25,,,,51,,,
Kayak,Male,2009,Navy,Veteran,66,Main Oliver & Bell David,Bell David & Main Oliver,Royal Marines,Royal Marines,187,Senior,,24:36:50,,,,51,,,
Kayak,Male,2009,Civilian,Senior,67,Henderson Iain & Shuttleworth Harry,Henderson Iain & Shuttleworth Harry,Richmond,Richmond,265,Senior,,24:41:03,,,,51,,,
Kayak,Male,2009,Civilian,Senior,68,Worrall Mark & Wells Edward,Wells Edward & Worrall Mark,Bishops Stortford,Bishops Stortford,18,Senior,,24:42:02,,,,51,,,
Kayak,Male,2009,Army,Senior,69,Sanders Neil & Forbes Roberts,Forbes Roberts & Sanders Neil,Parachute Regiment,Parachute Regiment,8,Senior,,24:51:10,,,,51,,,
Kayak,Male,2009,Civilian,Century,70,Middleton Jeremy & Baldwin Simon,Baldwin Simon & Middleton Jeremy,Independent & Aberfan,Independent,1146,Senior,,24:59:12,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,71,Goodlad Bethany & Goodlad Stephen,Goodlad Bethany & Goodlad Stephen,Kircaldy,Kircaldy,7,Senior,,25:04:59,,,,51,,,
Kayak,Male,2009,Civilian,Senior,72,Sutherland James & Harrison Mike,Harrison Mike & Sutherland James,Reading,Reading,67,Senior,,25:07:46,,,,51,,,
Kayak,Male,2009,Civilian,Senior,34,Jewers Simon,Jewers Simon,Poole Harbour,Poole Harbour,99,Singles,,25:10:07,,,,51,,,
Kayak,Male,2009,Civilian,Senior,73,Smee Tim & Smee Alistair,Smee Alistair & Smee Tim,Old House,Old House,1,Senior,,25:10:13,,,,51,,,
Kayak,Male,2009,Army,Senior,74,Pleasance Mark & Terry Kieran,Pleasance Mark & Terry Kieran,Royal Engineers,Royal Engineers,224,Senior,,25:10:21,,,,51,,,
Kayak,Male,2009,Navy,Veteran,75,Clow Tom & Hill Jon,Clow Tom & Hill Jon,Royal Marines,Royal Marines,187,Senior,,25:21:17,,,,51,,,
Kayak,Male,2009,Civilian,Veteran,76,Fuszard Mark & Rodgers Jim,Fuszard Mark & Rodgers Jim,Truro & Hayle Racing,Truro & Hayle Racing,7,Senior,,25:21:56,,,,51,,,
Kayak,Male,2009,Civilian,Senior,15,Hanton Duncan & Ashworth Robert,Ashworth Robert & Hanton Duncan,Independent,Independent,1146,Endeavour,,25:24:12,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,66,Churcher Sophie & Nutland Rosie,Churcher Sophie & Nutland Rosie,Dauntsey's School,Dauntsey's School,214,Junior,U17 School,25:37:19,,,,51,,,
Canadian,Male,2009,Civilian,Junior,67,Flint Tom & Steinmeyer William,Flint Tom & Steinmeyer William,Bedford School,Bedford School,49,Junior,,25:39:48,,,,51,,,
Kayak,Ladies,2009,Civilian,Junior,68,Ford Olivia & Eayrs Jessica,Eayrs Jessica & Ford Olivia,Dauntsey's School,Dauntsey's School,214,Junior,U17 School,25:40:05,,,,51,,,
Kayak,Mixed,2009,Civilian,Senior,77,Trussell Larissa & Grimsey Damon,Grimsey Damon & Trussell Larissa,Southampton,Southampton,52,Senior,,25:41:01,,,,51,,,
Kayak,Ladies,2009,Civilian,Veteran,78,Clark Linda & Davies Sara,Clark Linda & Davies Sara,Royal & Rutland,Royal,57,Senior,Vet Ladies,25:41:14,,,,51,,,
Canadian,Male,2009,Civilian,Veteran,79,Green John & Playle William,Green John & Playle William,Chelmsford & Barking & Dagenham,Chelmsford,44,Senior,,25:42:12,,,,51,,,
Kayak,Ladies,2009,Civilian,Senior,80,Adams Tamsin & Robinson Kate,Adams Tamsin & Robinson Kate,Oxford Brookes University,Oxford Brookes University,2,Senior,University,25:43:16,,,,51,,,
Kayak,Male,2009,Civilian,Senior,81,Backshall Steve & Logan Stuart,Backshall Steve & Logan Stuart,Marlow,Marlow,33,Senior,,25:50:56,,,,51,,,
Kayak,Male,2009,Civilian,Senior,16,Chataway Adam & Mounsey thea Chris,Chataway Adam & Mounsey thea Chris,Jesmond Jaguars,Jesmond Jaguars,2,Endeavour,,25:59:42,,,,51,,,
Canadian,Male,2009,Civilian,Veteran,82,Withers Robert & Heath James,Heath James & Withers Robert,Independent,Independent,1146,Senior,,26:00:52,,,,51,,,
Kayak,Mixed,2009,Civilian,Veteran,83,Martin Dean & Martin Lorraine,Martin Dean & Martin Lorraine,Tonbridge,Tonbridge,29,Senior,,26:02:16,,,,51,,,
Kayak,Male,2009,Civilian,Senior,84,Mavrogordato Mark & Wright Peter,Mavrogordato Mark & Wright Peter,Southampton,Southampton,52,Senior,,26:03:32,,,,51,,,
Kayak,Male,2009,Army,Senior,85,Lavender Guy & Swannick Sam,Lavender Guy & Swannick Sam,Parachute Regiment,Parachute Regiment,8,Senior,,26:05:13,,,,51,,,
